date,garch_cond_vol,garch_resid,egarch_cond_vol,egarch_std_resid,egarch_asymmetric,ewma_cond_vol,ewma_resid
1990-01-04,0.9511102298429644,0.09420947901157843,0.077428401475615,0.10947832821409001,0.009942068155306998,1.544342404227703,0.20418253416200685
1990-01-05,0.9327881225385928,0.11909029137798942,0.1934497685317104,0.11641559495305277,0.018429193496744004,1.6545615948194752,0.14312923588546833
1990-01-08,0.9385277682562193,0.01641165266510066,0.32141401861911534,-0.04508553001182563,-0.06883676073980181,1.701085379189822,0.0005203733813268824
1990-01-09,0.8536946387354866,0.17054821719554014,0.2038108069402952,0.13927889326323198,0.04640039393903354,1.6101637820052739,7.437302946671751e-08
1990-01-10,0.9143433735402464,0.05764376399056946,0.38098871370972265,0.07256205307416183,-0.03522169244969328,1.5236358485017993,0.03791185408543709
1990-01-11,0.8686134150346871,0.00904598788017125,0.4090638566260902,-0.032828426296432754,-0.0838322307815212,1.4776322604576877,0.053554115285722084
1990-01-12,0.7860654466597325,0.7176385438416288,0.286473289692204,0.27743173799169635,0.21541804218674565,1.4489025098772808,2.3463980343326018e-05
1990-01-15,1.3339287980675136,0.09434102116666211,0.7604964644815445,0.07714004001581183,-0.02962093491113356,1.3710626697089268,0.3035274409646576
1990-01-16,1.2679149410666355,0.119105990686831,0.7884290066446138,-0.09106763865303967,-0.012581763752341765,1.5845999238287518,0.00014450585235314267
1990-01-17,1.231817266579671,0.12082588008606476,0.6684571034579203,0.0918960495134029,-0.011568277163074257,1.4995824270995028,0.06054875463931943
1990-01-18,1.2017326225693301,0.00319083901717052,0.7307671135470625,-0.017636176460508954,-0.10241858956339349,1.4762918615062117,6.2927723020914895e-06
1990-01-19,1.0724603577161027,0.0053127204885755844,0.5963516127675631,-0.023534240976033582,-0.09520283518941307,1.3969639065151809,0.040785588426099646
1990-01-22,0.9611886742711532,0.787296047290304,0.46677906760008847,0.2650312284015227,0.20024712788437432,1.3604867995144065,0.6861784397641824
1990-01-23,1.5481410032965872,0.01041203943040359,0.909185453784438,-0.027060345717430666,-0.09088896143576425,1.9366802428800254,0.037731219717207366
1990-01-24,1.3819282316058181,0.024263462559145167,0.7720940081673813,0.03757142002303865,-0.07802960220083437,1.8683092855359853,0.1153773279494446
1990-01-25,1.2485939600485745,0.19545635119097088,0.7140722782463808,0.11492236365694052,0.01660235857014638,1.8770860024754066,0.0006540621312681335
1990-01-29,1.2817247453654883,0.01215029244357822,0.8250150452683788,0.025114201534057228,-0.09326989476848897,1.7768328765234889,0.05641954692969721
1990-01-30,1.150303549125478,0.06120475242427974,0.7386277269427146,0.06230596101875252,-0.0477691037087549,1.7347359404829539,0.06954356562139709
