date,garch_cond_vol,garch_resid,egarch_cond_vol,egarch_std_resid,egarch_asymmetric,ewma_cond_vol,ewma_resid
1990-01-04,1.5164012701913023,0.2798783260164023,0.494163439392799,-0.06595904921445553,0.11007069880994752,1.544342404227703,0.20418253416200685
1990-01-05,1.67185381837414,0.1987680172006336,0.546300225446355,0.05262754194570582,0.06372349258803857,1.6545615948194752,0.14312923588546833
1990-01-08,1.7404995744026113,0.0006354907961786147,0.6696249736803379,-0.003613016437887406,-0.10667631860997354,1.701085379189822,0.0005203733813268824
1990-01-09,1.6209347439129629,3.604108921003983e-06,0.5671827382446432,-0.0005887545344937851,-0.11719021529697526,1.6101637820052739,7.437302946671751e-08
1990-01-10,1.5099481151404652,0.0530014633872205,0.4581801848650308,0.02799480459923826,-0.021912627513924976,1.5236358485017993,0.03791185408543709
1990-01-11,1.456402742321722,0.07470689380522313,0.47291317023087887,0.03315020526249536,-0.003989791567487252,1.4776322604576877,0.053554115285722084
1990-01-12,1.427002539467865,5.279973212413266e-05,0.5104047523673011,4.944561055848215e-05,-0.1190651317194819,1.4489025098772808,2.3463980343326018e-05
1990-01-15,1.3309214159857814,0.4205835285003156,0.40065591409791546,0.0827900749111182,0.16858403891201026,1.3710626697089268,0.3035274409646576
1990-01-16,1.6305100299100175,0.00015719626952328741,0.659093528957667,-0.0021971291069852964,-0.11159867440886609,1.5845999238287518,0.00014450585235314267
1990-01-17,1.5189315167991606,0.08440621388683854,0.5532634955459524,0.03388894959224049,-0.001421534647564778,1.4995824270995028,0.06054875463931943
1990-01-18,1.4936961472972037,1.870061246695155e-06,0.5933548758053698,-0.000963402294577361,-0.11588774614272798,1.4762918615062117,6.2927723020914895e-06
1990-01-19,1.3924575906409684,0.05699095582772554,0.4850510524002858,0.02866995154783957,-0.01956546794478406,1.3969639065151809,0.040785588426099646
1990-01-22,1.351598740962132,0.9431149798383817,0.5025536402228626,-0.1198659591782825,0.29747896574581983,1.3604867995144065,0.6861784397641824
1990-01-23,2.1320953661720505,0.052750662339107704,0.6869922929294844,0.02488320217246173,-0.03273016497965891,1.9366802428800254,0.037731219717207366
1990-01-24,2.030646299470315,0.15783920234507898,0.6859796100340566,-0.04515748307279981,0.03775370896995223,1.8683092855359853,0.1153773279494446
1990-01-25,2.034006897679915,0.0008095955870770566,0.6854149301023995,-0.003946981941317171,-0.10551528199600071,1.8770860024754066,0.0006540621312681335
1990-01-29,1.8921127960257305,0.07868073293042911,0.5836592925597831,0.032193841626641496,-0.00731460561592985,1.7768328765234889,0.05641954692969721
1990-01-30,1.8329955993187423,0.09687470698519583,0.6159696880727584,0.03523240282132927,0.0032490027945159834,1.7347359404829539,0.06954356562139709
1990-01-31,1.7952081236925035,0.04205796266901385,0.6614941280745336,-0.02397533078441058,-0.03588639492401114,1.707319988166363,0.030971977949641873
1990-02-01,1.7096997136217917,0.11393390773303756,0.6091219432946712,0.03840830441805354,0.014290077391452698,1.6448785285084413,0.08185483005031471
1990-02-02,1.6971118379419228,0.08098283500156542,0.6688010631711566,0.03130005029319113,-0.010421886016840165,1.6339410647445975,0.058079722048423384
1990-02-05,1.6550623171169843,0.0007342025370872712,0.6964244583132417,0.0022490483812457234,-0.11141817619043279,1.6010938992052302,0.00047223052183642295
1990-02-06,1.5421352750354855,0.09769686227248914,0.5948664090264001,-0.03736889327426067,0.0106765473037002,1.5155001519454816,0.07156773870572218
1990-02-07,1.527394165472396,0.04672107429372245,0.5759464464220567,0.024718949227431734,-0.03330119306841117,1.5017810284484363,0.03338947834905986
1990-02-08,1.4667128333789132,0.0024438222278856682,0.575143432160094,-0.006651797924966502,-0.09611194434937408,1.4526725391665913,0.001887242953478761
1990-02-09,1.3697967137861267,0.016658283658087768,0.4809618777604989,0.015141742503709006,-0.06659651115256499,1.3763937248051175,0.011787069681598667
1990-02-12,1.293432080467137,0.17580409733746333,0.4384517233800707,0.05220871961947412,0.062267449821613974,1.313581853364331,0.1265364000414383
1990-02-13,1.36987014258563,0.0005975213287832568,0.5608291607657208,0.0020925951270218167,-0.11196208852468185,1.362728264132209,0.000379178743203385
1990-02-14,1.278669778357649,0.03128311144358387,0.459722930918063,-0.0230101659617681,-0.03924180644435745,1.2898559094451816,0.023093405431077445
1990-02-15,1.222791956338051,0.009731154904706668,0.406686392645176,-0.01357174917323579,-0.0720546190159595,1.242393210782235,0.007284716078689315
1990-02-16,1.1512952441927602,0.0071111694381038254,0.33092140382432683,0.010352774925411883,-0.08324543639912405,1.1825219407976586,0.004965845653591412
1990-02-20,1.0828577477544197,0.2538583673467668,0.2684229611200456,0.06854426819794204,0.1190582555011033,1.123673813648246,0.18294835948687976
1990-02-21,1.2475044461704385,0.011312669674993362,0.46474592412299737,0.01242961489271614,-0.07602526779296913,1.236406081002147,0.00796236785873904
1990-02-22,1.175574467422162,0.00010044557361686621,0.4103346020257676,0.0004058529983582529,-0.11782607552213137,1.177497786898263,5.170864639539803e-05
1990-02-23,1.0988030462075473,0.012020554163295736,0.303013690070524,0.013929988695462357,-0.07080919337287465,1.1142695929298758,0.0084682288695939
1990-02-26,1.0389209734790594,0.31868687882218455,0.25662925310493884,0.07737208637765394,0.14974831187782658,1.0624034237175095,0.22982355354700465
1990-02-27,1.2667953514089128,0.7692302623717753,0.4922357224617127,-0.1089000429468991,0.2593557760162185,1.2227844633091494,0.5598606538020436
1990-02-28,1.8932292675296671,0.0017741542370436983,0.6498339008498126,-0.005573634309564983,-0.09986019804767174,1.6868482017082131,0.0013848521170483003
